レンコン梅肉和え,れんこん梅肉和え,1000,g,1200,1.2,食材,17,,,0
5種のきのこミックス,きのこミックス(5種),1200,g,1400,1.2,食材,17,,,0
姫竹の塩こうじ味噌和え,姫竹の塩こうじ味噌和え 1㎏,1000,g,1200,1.2,食材,17,,,0
舞茸水煮,舞茸水煮 1200g,1200,g,1250,1.0,食材,17,,,0
湯葉巻,湯葉巻(えび入り)45g冷凍,240,個,16800,70.0,食材,17,,,0
揚げ豆腐,揚げ豆腐(野菜入)75g冷凍,160,個,10400,65.0,食材,17,,,0
白身フリッター,白身魚フリッター,1000,g,1350,1.4,食材,17,,,1
ごろごろ野菜ミックス,ごろごろ野菜ミックス 冷凍,1000,g,790,0.8,食材,17,,,1
まぐろ串カツ 25g,まぐろ串カツ 25g,200,個,6000,30.0,食材,17,,,0
チーズかりかり揚げ,チーズかりかり揚げ 1㎏  冷凍,1000,g,2100,2.1,食材,17,,,0
えびフライ有頭 冷凍,えびフライ有頭 冷凍,10,尾,1550,155.0,食材,17,,,1
食研つゆ,食研つゆ 18LBIB,18000,ml,7740,0.4,食材,17,,,0
食研しらだし,食研しらだし,1000,ml,590,0.6,食材,17,,,0
煮物のたれ,煮物のたれ 10kgR,10000,g,4300,0.4,食材,17,,,1
小袋 梅（うめ）だれ,梅だれ 小袋 30g,100,個,2300,23.0,食材,17,,,0
とんかつソース 20g,とんかつソース 20g,100,個,1400,14.0,食材,17,,,0
ミニマスタード 2g,ミニマスタード  2g,500,個,1265,2.5,食材,17,,,0
カットケーキ（3種アソート）,カットケーキ(3種アソート)冷凍A,162,個,4650,28.7,食材,17,,,1
牛タンのパイ巻き,牛タンのパイ巻き600g 冷凍,600,g,2050,3.4,食材,17,,,1
合鴨スモーク（スライス）,合鴨スモーク(スライス) 200g 冷凍A,1000,g,3150,3.2,食材,17,,,0
スパイシーミートテリーヌ,スパイシーミートテリーヌ600g冷凍,600,g,1400,2.3,食材,17,,,1
チーズ入りミートテリーヌ,チーズ入りミートテリーヌ700g冷凍,700,g,2200,3.1,食材,17,,,1
スモークサーモン,スモークサーモン 500g 冷凍,500,g,1550,3.1,食材,17,,４８～６８枚,1
ローストビーフ冷凍,ローストビーフ 冷凍,5000,g,3950,0.8,食材,17,,,0
ミートローフ,ミートローフ 40～50枚,500,g,1150,2.3,食材,17,,,1
車麩,車麩,12,枚,380,31.7,食材,17,,,1
箸,既制完封箸 竹柄8寸 妻楊枝入,20000,本,33400,1.7,弁当備品,18,,,0
ﾋﾞﾆｰﾙ袋,ニューポリ003No.15 紐付,1000,枚,2660,2.7,弁当備品,18,,,1
おしぼり,紙オシボリ「乳白いずみ」 平,2000,枚,3400,1.7,弁当備品,18,,,1
スプーン,FDスプーン160 単袋入,2000,本,7000,3.5,弁当備品,18,,,0
フードカップピンク,デリカカップ 無地ピンク 6F 500枚入り,10000,枚,6900,0.7,弁当備品,18,,,1
持ち帰り用袋,PS弁当袋 大 乳白,1000,枚,110,0.1,弁当備品,18,,,0
フードカップ緑,ラミソフトケース小判ライトグリーン500枚,500,枚,1050,2.1,弁当備品,18,,,1
カップ,カップ,1,枚,5,5.0,弁当備品,18,,,0
フードカップ白,デリカカップ 雲竜白 6F 500枚入り,10000,枚,6900,0.7,弁当備品,18,,,1
はずみ24-20Ｋ 本体,はずみ24-20Ｋ 本体,50,枚,460,9.2,弁当容器,18,,,0
はずみ24-20Ｋ 蓋,はずみ24-20Ｋ 蓋,50,枚,440,8.8,弁当容器,18,,,0
